448266,448193,0.9998
296635,294735,0.9936
328923,328913,1.0000
342025,342008,1.0000
281282,280685,0.9979
338388,337834,0.9984
335259,335259,1.0000
463999,463858,0.9997
370007,368641,0.9963
379397,379253,0.9996
242970,242673,0.9988
523189,523175,1.0000
457093,457065,0.9999
273084,272683,0.9985
283453,283113,0.9988
287109,286959,0.9995
461655,461663,1.0000
446479,446275,0.9995
370644,370704,1.0002
312081,312087,1.0000
412697,412435,0.9994
438035,438044,1.0000
371053,371048,1.0000
342091,341181,0.9973
382239,382226,1.0000
239014,237357,0.9931
234111,233472,0.9973
370078,370065,1.0000
365184,364727,0.9987
310541,309663,0.9972
521865,521832,0.9999
534314,534332,1.0000
336575,335381,0.9965
487748,487813,1.0001
379822,379749,0.9998
328436,328429,1.0000
304034,303358,0.9978
410142,410139,1.0000
386930,386727,0.9995
280098,275962,0.9852
