20180,19841,0.9832
20317,20020,0.9854
20238,19883,0.9825
20640,20245,0.9809
20598,20264,0.9838
20673,20354,0.9846
20936,20578,0.9829
20963,20648,0.9850
21163,20767,0.9813
20890,20532,0.9829
20956,20653,0.9855
21047,20693,0.9832
21075,20752,0.9847
27429,27357,0.9974
27756,27671,0.9969
28075,28043,0.9989
28256,28203,0.9981
28404,28380,0.9992
28719,28672,0.9984
28982,28953,0.9990
28988,28962,0.9991
29113,29079,0.9988
29191,29104,0.9970
29301,29222,0.9973
29322,29299,0.9992
31348,31252,0.9969
31369,31251,0.9962
31360,31281,0.9975
31548,31402,0.9954
31606,31483,0.9961
31647,31548,0.9969
31674,31644,0.9991
31768,31686,0.9974
31898,31836,0.9981
31847,31831,0.9995
31890,31870,0.9994
31979,31963,0.9995
30842,30906,1.0021
31175,30975,0.9936
31132,31055,0.9975
31211,31104,0.9966
31401,31290,0.9965
31518,31572,1.0017
31693,31464,0.9928
31726,31598,0.9960
31922,31730,0.9940
31992,31781,0.9934
31954,31773,0.9943
31871,31637,0.9927
31803,31632,0.9946
31942,31737,0.9936
31845,31663,0.9943
31946,31725,0.9931
32188,32015,0.9946
32781,32600,0.9945
32830,32694,0.9959
32191,32070,0.9962
32512,32242,0.9917
31454,31287,0.9947
33350,33196,0.9954
28711,28668,0.9985
23734,23194,0.9772
20377,20168,0.9897
18283,18029,0.9861
17381,16988,0.9774
16631,16094,0.9677
15796,15256,0.9658
15685,15178,0.9677
15061,14447,0.9592
14737,14224,0.9652
13646,13201,0.9674
12611,12204,0.9677
11848,11540,0.9740
11251,11045,0.9817
11060,10829,0.9791
10625,10491,0.9874
10581,10343,0.9775
10302,10245,0.9945
10344,10110,0.9774
9994,9854,0.9860
9978,9761,0.9783
10047,9837,0.9791
9920,9701,0.9779
9618,9552,0.9931
9608,9518,0.9906
9673,9558,0.9881
9717,9486,0.9762
9732,9499,0.9761
9415,9462,1.0050
9467,9350,0.9876
9433,9395,0.9960
9405,9342,0.9933
9376,9261,0.9877
9457,9319,0.9854
9484,9297,0.9803
9209,9123,0.9907
9090,9010,0.9912
19434,19223,0.9891
19338,19178,0.9917
19137,18962,0.9909
18935,18788,0.9922
18823,18620,0.9892
18620,18463,0.9916
18494,18363,0.9929
18315,18168,0.9920
18323,18160,0.9911
18532,18377,0.9916
18361,18234,0.9931
18289,18158,0.9928
18411,18220,0.9896
18621,18508,0.9939
18694,18531,0.9913
18891,18775,0.9939
18863,18759,0.9945
18749,18682,0.9964
18914,18701,0.9887
18963,18886,0.9959
19199,19048,0.9921
19057,18960,0.9949
19062,18881,0.9905
18974,18843,0.9931
18843,18718,0.9934
18867,18769,0.9948
18928,18702,0.9881
18815,18669,0.9922
18797,18607,0.9899
18718,18552,0.9911
18733,18620,0.9940
18843,18694,0.9921
18728,18680,0.9974
18604,18513,0.9951
18469,18337,0.9929
18524,18396,0.9931
18506,18425,0.9956
18433,18291,0.9923
18479,18338,0.9924
18406,18255,0.9918
18517,18316,0.9891
18284,18174,0.9940
18308,18161,0.9920
18268,18147,0.9934
18164,18005,0.9912
18042,17918,0.9931
18000,17850,0.9917
18003,17907,0.9947
20407,20256,0.9926
20426,20275,0.9926
20384,20224,0.9922
20409,20256,0.9925
20365,20208,0.9923
20416,20262,0.9925
20457,20300,0.9923
20462,20307,0.9924
20464,20302,0.9921
20455,20302,0.9925
20573,20420,0.9926
20645,20491,0.9925
20747,20597,0.9928
20783,20635,0.9929
20876,20725,0.9928
20894,20745,0.9929
20862,20713,0.9929
20936,20788,0.9929
12753,12845,1.0072
12829,12900,1.0055
13059,13138,1.0060
13359,13424,1.0049
13567,13626,1.0043
13802,13846,1.0032
13968,14012,1.0032
14229,14299,1.0049
14107,14163,1.0040
14062,14078,1.0011
14133,14208,1.0053
14121,14179,1.0041
13908,13933,1.0018
13925,13992,1.0048
13777,13863,1.0062
13952,14021,1.0049
14287,14268,0.9987
14758,14878,1.0081
15482,15497,1.0010
15902,15906,1.0003
16265,16053,0.9870
16573,16465,0.9935
17624,17572,0.9970
18481,18334,0.9920
20408,20356,0.9975
22603,22551,0.9977
23717,23629,0.9963
25298,25242,0.9978
26216,26179,0.9986
25999,25970,0.9989
27205,27215,1.0004
27302,27219,0.9970
27969,27975,1.0002
29609,29588,0.9993
31314,31187,0.9959
31779,31740,0.9988
31845,31794,0.9984
31258,31176,0.9974
30059,29916,0.9952
30020,29935,0.9972
30780,30540,0.9922
30990,30676,0.9899
30792,30401,0.9873
30185,29929,0.9915
30014,29976,0.9987
30005,29881,0.9959
30008,29920,0.9971
30406,30324,0.9973
30354,30272,0.9973
29665,29346,0.9892
29846,29772,0.9975
19858,19833,0.9987
3889,3905,1.0041
1661,1671,1.0060
1396,1405,1.0064
1972,1966,0.9970
4728,4694,0.9928
8903,8813,0.9899
13427,13209,0.9838
17705,17546,0.9910
21873,21718,0.9929
23643,23472,0.9928
24814,24653,0.9935
25693,25569,0.9952
26303,26202,0.9962
26705,26570,0.9949
26961,26831,0.9952
27319,27120,0.9927
27344,27211,0.9951
27231,27095,0.9950
27155,26939,0.9920
26933,26689,0.9909
27095,26788,0.9887
26923,26719,0.9924
26796,26572,0.9916
26829,26603,0.9916
26680,26468,0.9921
26580,26487,0.9965
26650,26509,0.9947
26677,26523,0.9942
26513,26336,0.9933
26563,26411,0.9943
26627,26451,0.9934
26611,26519,0.9965
26583,26472,0.9958
26530,26403,0.9952
26513,26400,0.9957
26706,26547,0.9940
26721,26563,0.9941
26650,26515,0.9949
28269,28103,0.9941
29101,28859,0.9917
28730,28572,0.9945
30432,30230,0.9934
30260,30068,0.9937
31804,31559,0.9923
32877,32376,0.9848
33372,32885,0.9854
32615,32191,0.9870
32542,32316,0.9931
31674,31434,0.9924
31935,31471,0.9855
30872,30675,0.9936
29666,29419,0.9917
29950,29748,0.9933
29763,29420,0.9885
29951,29757,0.9935
30950,30415,0.9827
30684,30196,0.9841
31066,30403,0.9787
30856,30288,0.9816
30010,29690,0.9893
29875,29423,0.9849
