31503,31376,0.9960
31653,31429,0.9929
31771,31591,0.9943
31647,31491,0.9951
31424,31280,0.9954
31410,31208,0.9936
31006,30886,0.9961
31191,31072,0.9962
30986,30843,0.9954
31238,31130,0.9965
31297,31171,0.9960
31476,31337,0.9956
31479,31328,0.9952
31698,31609,0.9972
31644,31545,0.9969
31631,31458,0.9945
31565,31452,0.9964
31275,31135,0.9955
30478,30262,0.9929
29319,29148,0.9942
29002,28850,0.9948
28394,28184,0.9926
28266,28042,0.9921
28303,28144,0.9944
27712,27630,0.9970
27584,27413,0.9938
27893,27780,0.9959
28368,28258,0.9961
29187,29031,0.9947
29319,29138,0.9938
26697,26306,0.9854
26591,26252,0.9873
26517,26180,0.9873
26497,26144,0.9867
26428,26047,0.9856
26331,25965,0.9861
26152,25764,0.9852
26132,25748,0.9853
26096,25673,0.9838
25926,25589,0.9870
25856,25486,0.9857
25803,25392,0.9841
25593,25291,0.9882
25630,25228,0.9843
25510,25162,0.9864
25524,25129,0.9845
25535,25231,0.9881
25738,25289,0.9826
25743,25288,0.9823
25820,25335,0.9812
25699,25289,0.9840
25621,25183,0.9829
25603,25245,0.9860
25507,25164,0.9866
16405,16019,0.9765
16411,15906,0.9692
16414,15818,0.9637
16235,15733,0.9691
16337,15817,0.9682
16424,15906,0.9685
16427,15978,0.9727
16291,15863,0.9737
16280,15934,0.9787
16525,16091,0.9737
16557,16150,0.9754
16749,16220,0.9684
16782,16240,0.9677
16952,16369,0.9656
16748,16282,0.9722
16911,16364,0.9677
16927,16343,0.9655
16907,16384,0.9691
20610,19939,0.9674
20717,20069,0.9687
20839,20221,0.9703
20777,20316,0.9778
20869,20476,0.9812
20769,20463,0.9853
20805,20489,0.9848
20987,20561,0.9797
20669,20368,0.9854
20533,20285,0.9879
19958,19637,0.9839
19171,18933,0.9876
18366,18158,0.9887
18243,17966,0.9848
18079,17806,0.9849
16514,16170,0.9792
16773,16449,0.9807
16079,15721,0.9777
18010,17291,0.9601
18211,17488,0.9603
17907,17215,0.9614
16907,16335,0.9662
16381,15876,0.9692
16095,15655,0.9727
15849,15428,0.9734
16051,15568,0.9699
16020,15576,0.9723
15692,15297,0.9748
15750,15303,0.9716
15767,15377,0.9753
15839,15465,0.9764
16096,15552,0.9662
15405,15070,0.9783
15869,15472,0.9750
15834,15400,0.9726
16094,15613,0.9701
15976,15535,0.9724
15700,15283,0.9734
15992,15536,0.9715
16262,15744,0.9681
16175,15755,0.9740
16162,15605,0.9655
16632,16419,0.9872
17696,17159,0.9697
19587,18978,0.9689
22638,22195,0.9804
20174,19897,0.9863
19043,18630,0.9783
18786,18553,0.9876
19602,19173,0.9781
20541,20240,0.9853
20769,20436,0.9840
20043,19779,0.9868
19597,19300,0.9848
19373,19146,0.9883
19209,18966,0.9873
18621,18272,0.9813
18738,18503,0.9875
19158,18775,0.9800
18914,18574,0.9820
18979,18512,0.9754
19243,18527,0.9628
19355,18886,0.9758
19232,18976,0.9867
19688,19422,0.9865
21965,21703,0.9881
24667,24292,0.9848
29472,29160,0.9894
29935,29642,0.9902
29777,29452,0.9891
29709,29461,0.9917
29611,29363,0.9916
29527,29224,0.9897
29694,29469,0.9924
29729,29515,0.9928
29933,29800,0.9956
30028,29875,0.9949
30154,30001,0.9949
30023,29815,0.9931
29772,29668,0.9965
29592,29567,0.9992
29188,29098,0.9969
28842,28803,0.9986
28411,28331,0.9972
27713,27657,0.9980
26861,26764,0.9964
25971,25774,0.9924
24876,24578,0.9880
23850,23453,0.9834
22718,22364,0.9844
20998,20645,0.9832
19656,19341,0.9840
18887,18523,0.9807
18138,17851,0.9842
17488,17167,0.9816
17751,17441,0.9825
17972,17596,0.9791
18146,17770,0.9793
18337,17975,0.9803
18735,18361,0.9800
18991,18624,0.9807
19178,18897,0.9853
19542,19151,0.9800
19506,19081,0.9782
19613,19244,0.9812
19797,19438,0.9819
19846,19476,0.9814
