2 -1 0 2 -1 0 0 0 0 -1 5 0 
2 0 -1 0 1 0 -1 0 1 0 4 0 
2 0 0 0 0 0 0 -1 1 -2 2 4 
2 0 0 0 0 0 -3 0 3 0 4 0 
