913782,291589,73168,30347,17125,10928,7433,5370,4084,3145,2396,1993,1636,1375,1152,930,801,663,630,508,459,405,345,325,257,224,200,185,174,154,128,147,96,96,107,96,82,79,62,66,55,47,49,34,44,45,42,30,27,26,28,22,23,25,16,13,14,13,15,13,12,8,14,7,21,3,13,7,4,13,5,6,5,3,2,5,2,5,6,3,0,4,1,4,7,3,4,1,3,5,2,2,4,0,6,4,1,1,5,3,5,2,4,4,3,1,3,2,2,1,0,3,1,1,4,2,0,2,1,3,1,1,1,3,0,1,2,5,2,1,1,2,1,5,1,1,0,2,1,4,2,1,0,0,1,1,3,1,4,2,1,2,1,0,3,3,1,1,4,1,1,1,1,4,1,8,5,2,3,4,4,3,6,4,3,6,2,6,3,6,4,4,9,13,9,6,9,10,11,17,13,11,13,19,18,16,21,10,17,23,25,10,16,25,29,25,38,29,38,33,48,49,46,50,60,52,70,85,93,104,118,121,122,137,146,178,192,210,260,310,323,333,398,454,519,618,760,851,905,1074,1242,1522,1891,2245,2670,3433,4341,5683,7835,10996,16659,26891,50607,114597,324881,1164995,
239581,93104,32773,16500,9871,6709,4831,3640,2714,2211,1703,1406,1125,1045,847,718,583,533,431,392,361,307,262,214,214,194,171,152,136,98,115,91,73,78,81,56,70,52,54,53,40,50,39,27,43,35,30,21,26,29,14,22,15,14,16,9,20,16,14,13,10,10,8,13,15,12,8,8,9,4,5,2,11,6,3,5,3,5,8,4,0,4,3,2,2,2,3,5,2,9,1,2,1,3,3,2,2,1,0,1,1,1,2,1,1,1,2,0,2,0,2,2,0,2,1,1,0,0,1,1,1,3,0,1,2,0,0,0,1,0,1,0,2,2,0,1,1,1,2,0,2,1,3,1,2,1,2,4,1,0,3,1,2,2,1,1,2,5,3,3,2,6,1,4,3,2,0,5,1,3,3,1,5,5,6,3,2,6,5,7,6,7,5,12,6,19,4,7,15,11,13,10,12,13,15,15,18,16,16,19,19,18,28,25,25,22,40,37,36,38,36,51,49,38,67,63,77,61,93,84,105,113,124,163,159,166,197,222,227,302,322,353,373,447,575,610,729,887,952,1120,1348,1636,2018,2362,3019,3834,5175,7102,10050,14670,23674,42211,85416,195375,457332,381692,
80304,37260,17713,10050,6675,4533,3353,2605,2097,1717,1385,1104,865,794,656,625,543,423,344,326,262,249,215,199,158,146,156,108,130,118,95,93,78,75,64,58,52,46,37,45,39,39,32,38,24,31,26,23,21,23,19,16,18,15,10,11,5,11,11,15,7,4,9,6,7,13,4,8,4,4,5,4,5,3,6,4,6,6,4,3,2,2,0,1,4,3,3,5,1,5,6,4,1,2,3,4,1,2,2,3,1,2,2,0,2,0,0,2,1,1,2,1,0,1,2,1,0,1,0,1,0,0,2,1,0,1,0,0,0,2,0,1,1,1,3,0,1,2,1,2,2,1,2,1,0,0,0,0,2,1,1,3,1,3,0,1,6,2,3,3,2,1,5,4,3,3,0,5,3,7,3,9,2,10,4,1,6,5,6,14,7,7,4,7,8,8,13,2,8,8,13,10,16,17,16,11,24,17,31,13,29,23,28,23,29,26,40,45,48,44,40,59,41,48,55,63,67,76,96,107,117,112,135,155,156,193,208,232,247,312,371,369,420,508,589,706,765,915,1075,1209,1576,1817,2277,2867,3684,4983,6519,9318,13601,21477,36519,68387,135660,263358,221512,146288,
35250,18555,10695,6711,4689,3359,2586,2034,1593,1302,948,900,723,694,566,447,386,360,308,303,234,202,183,179,148,134,120,93,84,89,65,69,64,62,69,59,45,40,50,37,35,44,32,31,22,26,32,26,25,18,22,18,11,9,16,9,15,13,10,9,5,13,4,9,6,7,1,6,6,4,7,5,7,0,1,6,2,7,3,3,3,2,3,2,2,1,4,2,2,3,2,1,0,0,3,1,2,1,0,1,1,2,1,0,0,2,0,2,1,1,1,1,0,2,0,2,2,1,1,3,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,2,0,2,1,1,2,2,0,4,2,1,2,0,0,1,0,1,1,2,0,1,3,2,3,1,2,3,3,1,2,5,3,3,3,4,4,3,4,4,3,9,7,9,3,11,16,6,7,11,12,8,10,13,9,8,16,10,14,15,13,19,23,18,20,21,23,28,24,23,25,29,46,32,43,49,41,56,35,57,79,69,81,75,90,123,108,141,145,149,197,204,261,272,332,363,443,495,567,647,714,875,1015,1194,1421,1833,2210,2755,3464,4591,6359,8710,12560,19428,31875,55993,102094,176612,151408,105930,63561,
19257,11013,6922,4544,3312,2549,1938,1555,1350,1025,881,729,581,503,448,404,367,308,264,222,207,181,152,140,139,130,103,80,78,97,73,66,59,59,50,52,46,45,41,44,27,23,22,21,22,16,14,21,12,16,11,13,12,9,9,14,15,7,11,9,12,6,7,3,7,6,5,8,6,6,5,6,4,5,3,4,4,3,0,2,3,1,0,2,4,5,0,4,1,2,3,2,0,4,2,0,1,1,1,1,1,1,0,2,0,3,0,2,1,3,4,0,0,1,1,0,0,1,1,1,0,1,2,1,0,1,0,0,0,1,0,0,1,0,3,1,1,0,1,2,1,0,0,0,1,2,1,0,3,1,0,0,0,2,0,4,3,5,5,4,1,9,1,3,3,3,3,5,2,4,6,5,2,5,6,4,7,7,13,7,5,7,9,6,9,9,9,11,9,12,13,16,13,15,11,14,23,19,18,19,25,20,17,25,29,33,34,26,40,30,37,45,59,54,71,72,86,88,90,119,121,135,164,169,175,233,274,277,332,354,404,484,598,584,728,833,992,1068,1411,1716,2155,2676,3424,4369,5893,8119,11730,17703,28074,47295,80373,128054,111947,82310,52812,31319,
11787,7191,4781,3365,2483,1834,1615,1259,1040,794,700,642,524,415,393,307,306,229,201,221,195,169,142,142,121,109,92,88,84,71,67,70,47,41,44,36,37,41,45,27,35,24,27,20,13,21,18,22,19,8,13,18,9,15,11,14,6,10,10,14,7,6,10,7,8,8,10,5,3,7,4,7,3,5,3,2,5,7,2,3,2,2,3,3,1,4,5,1,0,0,1,1,4,0,1,4,2,2,2,1,1,0,1,2,2,0,2,1,0,2,1,2,0,1,0,1,0,1,0,0,2,2,0,0,0,0,3,1,0,0,0,1,2,1,1,1,1,1,1,1,1,0,1,0,2,1,5,2,0,0,2,0,2,2,0,0,1,2,1,1,1,4,2,4,3,3,3,6,3,3,6,7,4,7,6,0,3,3,6,10,10,9,9,6,7,11,6,10,10,13,13,17,17,18,25,13,27,21,21,28,22,24,32,28,33,28,35,36,55,34,45,61,47,63,71,81,107,106,117,130,127,142,187,202,196,216,275,287,359,376,434,493,606,707,825,870,1055,1308,1592,1976,2487,3121,4237,5419,7668,10614,16115,24732,40091,64986,99011,87006,66253,45309,28672,17592,
7960,5038,3385,2585,1927,1523,1213,1027,830,723,623,533,438,370,301,256,262,222,180,168,161,114,130,106,102,102,85,78,64,55,61,65,52,34,51,40,36,42,28,35,30,23,19,21,13,16,17,13,15,13,10,16,11,12,15,11,11,6,3,9,6,3,6,3,2,6,8,3,9,3,5,4,5,2,1,5,3,8,2,1,2,2,4,1,3,0,3,2,2,0,2,2,2,1,2,1,3,0,1,2,3,0,1,0,1,3,2,1,2,0,1,1,0,0,2,0,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,3,0,0,0,1,0,1,2,0,1,0,3,2,5,0,1,3,0,0,0,2,2,2,2,1,3,0,3,2,0,3,6,6,2,5,1,2,8,4,3,5,5,3,4,7,6,5,6,9,5,7,6,13,12,15,11,7,18,12,12,10,12,10,14,18,26,12,17,21,34,22,28,19,22,32,41,41,36,53,60,51,56,63,72,87,81,105,125,131,169,167,187,193,231,247,280,343,382,420,479,557,681,772,902,1061,1315,1541,1880,2475,2943,3783,5119,7133,9803,14646,22249,34113,53652,78069,68980,54680,38633,25784,16913,11353,
5498,3678,2536,1873,1599,1186,1031,805,688,594,462,399,371,317,277,222,257,186,166,172,143,131,139,113,80,110,78,78,69,53,48,54,47,36,47,25,34,25,19,22,20,22,30,13,22,13,16,16,19,20,16,17,8,10,11,7,9,8,9,1,7,5,2,6,5,2,5,3,5,4,3,5,6,5,5,3,1,3,2,2,6,4,3,2,1,3,0,3,0,3,2,2,3,1,2,3,2,0,0,1,0,0,1,0,2,2,1,0,0,0,0,2,2,0,2,1,1,1,0,1,3,0,1,1,1,0,0,0,0,1,1,0,2,1,1,0,1,2,0,4,1,0,1,1,1,1,1,2,1,2,1,2,1,2,4,3,0,4,5,3,3,3,5,1,8,4,1,4,3,2,2,6,5,4,5,3,4,3,15,6,6,6,10,13,9,13,12,8,7,14,17,17,24,20,17,16,19,12,32,26,24,33,34,35,37,49,36,39,49,50,44,55,58,75,77,82,103,102,121,140,170,190,189,232,251,274,291,362,402,461,569,610,671,894,998,1199,1488,1778,2252,2755,3641,4928,6680,9179,13275,19527,29933,44530,63323,56373,45989,33595,23601,15937,10692,7642,
4076,2765,2029,1535,1230,930,829,672,573,484,446,341,334,252,251,220,174,168,142,133,103,107,93,80,85,70,74,67,56,52,56,43,38,53,34,22,40,20,22,27,20,20,15,20,9,16,19,14,13,11,12,9,10,11,6,7,3,6,9,9,5,8,6,8,6,4,4,3,2,7,2,4,1,0,3,5,0,1,4,5,1,1,1,2,2,1,1,0,4,4,0,1,0,2,3,2,3,0,1,0,1,2,1,1,0,4,2,2,0,3,0,0,1,0,0,1,2,0,0,1,1,2,1,1,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,3,0,1,3,0,1,1,0,2,1,4,4,1,1,2,3,0,4,4,5,3,3,5,2,2,5,1,1,6,2,6,4,4,4,5,11,6,11,6,6,8,6,7,11,12,8,13,11,8,7,16,20,12,11,10,19,24,19,23,40,25,28,41,27,30,49,31,48,43,65,48,66,66,85,78,85,128,127,127,139,156,179,216,260,235,287,340,392,433,507,627,672,782,970,1129,1426,1771,2233,2653,3453,4498,6125,8585,12152,17729,26033,37981,52443,47081,38762,29856,21496,14882,10449,7197,5173,
3059,2193,1593,1234,973,795,703,606,460,423,334,312,257,222,209,195,146,155,141,106,112,91,97,85,73,70,71,58,45,54,38,31,38,30,31,25,20,19,22,21,21,16,25,18,20,9,22,8,9,7,12,8,12,6,8,6,11,9,10,5,7,8,4,4,5,6,5,2,6,2,2,2,4,2,3,1,3,0,1,1,0,0,1,2,2,3,2,3,1,5,0,0,1,0,3,2,0,2,0,0,2,2,1,0,2,1,0,1,2,1,1,2,1,1,1,0,1,1,0,0,1,2,0,1,1,0,0,0,0,1,1,0,2,1,0,1,1,2,0,1,1,1,2,1,2,3,2,0,1,0,1,3,3,4,1,1,3,2,2,1,0,1,6,4,5,3,4,3,3,1,5,3,7,2,6,9,4,5,5,1,10,11,7,7,12,9,12,7,13,15,12,10,14,20,10,20,23,23,18,25,17,34,39,27,43,31,50,42,47,54,72,72,78,81,115,91,122,128,126,141,161,209,242,267,304,330,383,448,488,590,720,809,955,1086,1343,1655,2063,2536,3225,4201,5772,7783,10865,15722,23228,32544,43636,39720,33579,26328,19688,14106,10046,7076,5155,3811,
2317,1707,1235,956,791,659,584,449,402,370,313,289,254,223,177,156,164,129,120,106,81,86,87,63,71,60,54,31,59,39,38,35,42,29,34,25,18,20,19,12,18,12,18,19,18,12,13,10,6,15,11,9,14,3,8,5,9,11,4,8,6,6,8,5,6,4,2,2,2,4,5,3,1,1,4,4,4,2,1,2,1,0,2,2,1,2,4,0,0,0,2,0,1,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,0,1,0,2,2,2,0,1,3,1,2,1,5,0,2,1,1,1,0,0,3,3,3,0,1,3,5,0,1,0,2,1,0,3,3,1,3,3,5,3,5,6,2,7,4,7,9,10,10,10,7,4,4,10,11,14,4,14,14,15,13,16,16,22,23,20,23,27,21,29,24,39,42,42,40,41,45,50,49,59,71,74,74,94,110,117,130,156,166,185,234,264,311,353,378,403,474,556,664,682,891,1056,1288,1576,1978,2389,3030,3920,5380,7172,10022,13949,20103,27892,37276,33767,28623,23114,17454,13120,9572,6887,5018,3688,2944,
1932,1295,1061,848,642,554,540,405,350,295,319,242,214,204,184,137,161,121,91,91,88,74,74,60,57,58,51,44,44,51,36,34,26,30,28,13,22,14,20,27,15,12,9,13,13,11,10,13,13,8,13,8,6,10,8,2,6,11,6,2,5,3,8,0,6,1,4,5,6,0,3,4,6,4,4,3,6,4,3,1,2,3,3,1,2,1,1,1,2,2,2,2,0,1,2,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,3,1,1,0,0,2,0,3,1,0,0,2,1,1,2,4,3,2,0,2,2,2,2,5,4,3,4,3,3,4,2,6,1,3,2,10,3,8,4,2,3,7,3,2,15,6,12,8,10,9,20,14,10,12,18,16,15,18,22,18,22,23,22,30,31,28,28,37,38,38,44,50,50,59,69,76,78,68,92,108,109,142,158,183,172,191,257,270,333,334,445,481,567,587,715,787,1107,1182,1466,1782,2365,2893,3845,5008,6630,9244,12927,18091,24265,31917,29083,25293,20565,16023,12226,9310,6717,4920,3596,2770,2257,
1533,1096,891,686,574,488,387,384,322,253,226,192,173,148,128,128,93,110,118,86,91,79,70,62,54,50,62,37,32,37,41,33,24,23,25,19,20,15,20,15,16,19,12,16,11,11,12,13,8,11,6,5,11,7,9,4,9,11,2,6,7,5,2,4,1,3,3,3,6,0,4,3,2,5,3,0,4,2,6,3,4,1,3,4,0,3,1,3,5,1,1,0,0,1,0,2,0,0,4,1,1,0,0,2,0,0,0,0,0,2,1,1,2,1,0,1,0,3,1,0,2,0,0,0,1,0,1,4,0,1,0,0,3,1,0,0,0,1,3,3,0,0,3,3,1,1,1,3,1,0,2,0,3,1,0,3,1,1,2,0,4,1,1,2,3,6,9,6,3,5,2,2,3,4,7,5,6,6,9,3,6,7,5,7,7,12,15,16,10,11,14,11,11,17,22,19,16,27,28,25,27,25,43,36,43,49,59,63,72,74,77,76,75,105,111,119,148,142,193,200,228,248,304,368,404,456,536,598,689,823,946,1169,1428,1788,2227,2698,3509,4809,6167,8391,11424,15738,21537,27440,25176,22026,18215,14696,11597,8456,6300,4949,3730,2721,2246,1762,
